Artist(S) Name,Cover Url,Key,Mode,Released Day,Released Month,Released Year,Released Year (bin),Track Name,Acousticness %,Artist Count,Bpm,Danceability %,Energy %,In Apple Charts,In Apple Playlists,In Deezer Charts,In Deezer Playlists,In Shazam Charts,In Spotify Charts,In Spotify Playlists,Instrumentalness %,Liveness %,Speechiness %,Streams,Valence %
"The Weeknd, Tyler, The Creator",Not Found,C#,Major,7,1,2022,2020,"Here We GoÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½ Again (feat. Tyler, the Cr",36,3,135,41,64,18,7,0,7,0,0,1420,0,60,3,88103848,27
The Weeknd,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,E,Minor,7,1,2022,2020,Best Friends,44,1,87,49,59,18,3,0,14,0,0,1292,0,35,21,101114984,49
"SZA, Doja Cat",Not Found,G#,Major,9,4,2021,2020,Kiss Me More (feat. SZA),30,2,111,77,66,65,382,0,497,12,0,15867,0,13,3,1575467011,74
"The Weeknd, Lil Wayne",https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,D,Major,7,1,2022,2020,I Heard You're Married (feat. Lil Wayne),10,2,110,75,84,10,9,0,9,0,0,1178,0,31,19,91656026,85
Doja Cat,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,C#,Major,11,6,2021,2020,Need To Know,30,1,130,66,61,36,125,0,150,,0,6672,0,9,7,1042568408,19
Lil Nas X,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,G#,Minor,18,9,2020,2020,MONTERO (Call Me By Your Name),30,1,179,61,51,19,275,0,738,,0,12329,0,38,15,1735441776,76
Ckay,https://i.scdn.co/image/ab67616d0000b273405fdad252857e01dbced96a,F,Minor,26,7,2019,2015,love nwantiti (ah ah ah),61,1,93,74,73,0,74,14,262,,2,5669,0,13,4,726837877,53
The Weeknd,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,A,Minor,7,1,2022,2020,Dawn FM,62,1,78,27,49,8,1,0,6,0,0,811,0,49,5,53933526,10
Jessica Darrow,https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229,D,Major,19,11,2021,2020,Surface Pressure,2,1,180,65,58,48,38,0,20,0,0,1756,0,4,31,267758538,37
The Weeknd,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,A,Minor,7,1,2022,2020,Starry Eyes,50,1,86,28,41,17,1,0,11,0,0,1014,0,19,3,74601456,13
Lil Nas X,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,C#,Minor,17,9,2021,2020,THATS WHAT I WANT,1,1,88,74,85,7,173,0,298,4,0,7963,0,5,22,920797189,55
"The Weeknd, Post Malone",Not Found,C#,Major,5,11,2021,2020,One Right Now (with The Weeknd),4,2,97,68,78,18,68,0,75,1,0,4771,0,7,5,539595276,72
MÃ¯Â¿Â½Ã¯Â¿Â½ne,Not Found,B,Minor,8,12,2017,2015,Beggin,13,1,134,71,80,64,183,9,964,75,0,8559,0,36,5,1367810478,59
"Aitana, zzoilo",Not Found,D,Major,21,9,2020,2020,Mon Amour - Remix,12,2,116,75,76,13,67,0,139,40,2,3221,0,10,10,578207856,36
"Julieta Venegas, Bad Bunny, Tainy",https://i.scdn.co/image/ab67616d0000b273abe9c2b5f03653d6b87696e6,E,Minor,5,10,2021,2020,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),9,3,170,64,70,65,61,6,53,0,26,3423,0,9,8,775542072,14
Lisa,https://i.scdn.co/image/ab67616d0000b273330f11fb125bb80b760f9e19,C#,Minor,10,9,2021,2020,MONEY,16,1,140,83,55,109,44,0,131,,13,2566,0,14,23,863625566,40
"TiÃ¯Â¿Â½Ã¯Â¿Â½sto, Ava",Not Found,G,Minor,4,11,2021,2020,The Motto,3,2,118,75,76,107,240,0,268,5,6,9151,0,9,4,656013912,46
Billie Eilish,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,,Major,30,7,2021,2020,Happier Than Ever,76,1,65,31,24,133,138,0,283,,0,8476,0,14,4,1056760045,31
"The Weeknd, Swedish House Mafia",Not Found,,Minor,22,10,2021,2020,Moth To A Flame (with The Weeknd),0,2,120,56,67,172,114,2,284,,17,7495,0,11,4,611994237,16
"Juan Cruz Toledo, Huilen Toledo",Not Found,D#,Major,21,5,2021,2020,traitor,68,2,176,29,33,43,85,0,134,,6,5257,0,12,5,1230855859,12
BoyWithUke,https://i.scdn.co/image/ab67616d0000b273ee07023115f822012390d2a0,G#,Minor,10,9,2021,2020,Toxic,84,1,180,59,61,23,34,0,118,,0,1795,0,46,36,582981380,69
Olivia Rodrigo,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,A#,Major,8,1,2021,2020,drivers license,76,1,144,59,43,61,185,0,485,,3,12685,0,10,7,1858144199,21
"XamÃ¯Â¿Â½Ã¯Â¿Â½, Gustah, Neo B",Not Found,F#,Minor,30,11,2021,2020,MalvadÃ¯Â¿Â½Ã¯Â¿,38,3,133,82,61,3,14,0,81,0,1,648,0,14,27,240684449,52
Taylor Swift,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,,Major,12,11,2021,2020,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),28,1,93,63,52,49,50,1,30,2,5,4635,0,9,3,583687007,21
The Weeknd,Not Found,A#,Major,7,1,2022,2020,DonÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½t Break My,34,1,122,77,62,5,1,0,6,0,0,1184,0,23,3,63803529,25
Adele,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7,C#,Major,19,11,2021,2020,Oh My God,9,1,88,53,73,7,105,0,199,0,0,4431,0,3,5,466214729,55
"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",Not Found,F,Minor,5,1,2022,2020,Entre Nosotros (Remix) [con Nicki Nicole],40,4,170,70,44,0,32,0,12,0,3,759,0,37,4,236940480,61
The Weeknd,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,F,Minor,7,1,2022,2020,A Tale By Quincy,71,1,94,46,50,2,0,0,2,0,0,733,0,10,11,41924466,55
Emmy Meli,https://i.scdn.co/image/ab67616d0000b273d4e10cba96b669683d0f8069,A#,Major,18,11,2021,2020,I AM WOMAN,12,1,170,65,47,0,45,0,107,0,0,2795,0,13,16,225259194,46
"Justin Quiles, Lenny TavÃ¯Â¿Â½Ã¯Â¿Â½rez, BL",Not Found,E,Minor,27,10,2021,2020,Medallo,57,3,90,79,70,21,54,1,57,0,2,2780,0,66,8,393230256,79
Shawn Mendes,Not Found,G,Major,1,12,2021,2020,It'll Be Okay,62,1,78,40,29,8,56,0,104,10,0,1950,0,9,3,287201015,7
The Neighbourhood,https://i.scdn.co/image/ab67616d0000b2739b6ac98a52f62d5cb473da40,D,Major,9,3,2018,2015,Softcore,5,1,94,57,58,102,33,0,93,30,12,3947,0,15,3,599770206,36
Kodak Black,https://i.scdn.co/image/ab67616d0000b2735340631eca6f127d094545c9,D,Major,30,10,2021,2020,Super Gremlin,0,1,73,83,41,15,52,0,35,1,0,2551,0,36,14,342779426,11
"Aventura, Bad Bunny",https://i.scdn.co/image/ab67616d0000b27312bcec4f18ee130369ce170c,C#,Major,3,8,2021,2020,VolvÃ¯Â¿,42,2,176,73,86,24,138,0,133,1,10,5375,0,7,18,673801126,79
Rauw Alejandro,https://i.scdn.co/image/ab67616d0000b2734801828052a610b910cff795,D#,Minor,2,11,2020,2020,Todo De Ti,40,1,128,81,63,75,188,6,268,16,8,11975,1,10,4,1168642797,57
"Ckay, AX'EL, Dj Yo!",https://i.scdn.co/image/ab67616d0000b27339bb326b58346f99b8692745,G#,Major,30,8,2019,2015,Love Nwantiti - Remix,44,3,120,58,60,2,42,0,57,,0,2696,9,5,6,540539717,44
"Bruno Mars, Anderson .Paak, Silk Sonic",https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,D,Major,5,11,2021,2020,Smokin Out The Window,6,3,82,63,62,40,63,0,76,0,0,4963,0,35,4,383550148,85
"THE ANXIETY, Willow, Tyler Cole",https://i.scdn.co/image/ab67616d0000b273024ea7e883a713a3ad552a71,D,Major,13,3,2020,2020,Meet Me At Our Spot,2,3,95,77,47,14,47,0,90,1,0,6734,0,9,3,530511203,40
The Weeknd,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,,Major,7,1,2022,2020,Every Angel is Terrifying,11,1,118,44,94,1,0,0,2,0,0,715,0,4,29,37307967,52
Sebastian Yatra,https://i.scdn.co/image/ab67616d0000b2739f6800546cfaaacb3fa4b145,B,Minor,22,10,2021,2020,Tacones Rojos,8,1,123,75,86,31,77,5,85,28,9,3047,0,14,3,510876816,93
"Justin Bieber, Daniel Caesar, Giveon",https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,,Major,19,3,2021,2020,Peaches (feat. Daniel Caesar & Giveon),38,3,90,63,68,52,231,6,612,,0,14140,0,42,18,1445941661,49
"Bad Bunny, Jhay Cortez",https://i.scdn.co/image/ab67616d0000b27334c8199b0b3b3fb42b8a98a8,E,Minor,30,10,2020,2020,Dakiti,40,2,110,73,57,166,189,9,525,25,21,11215,0,11,5,1763363713,14
"Bizarrap, Tiago pzk",https://i.scdn.co/image/ab67616d0000b2735bddce84bc8f03ac82c988d4,C#,Minor,29,12,2021,2020,"Tiago PZK: Bzrp Music Sessions, Vol. 48",47,2,96,66,82,4,20,1,15,3,12,1678,0,10,32,374191487,76
Stromae,Not Found,D,Minor,9,1,2022,2020,LÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿,35,1,88,56,55,122,41,0,394,2,0,2035,0,23,11,108809090,58
"Chris Brown, Rvssian, Rauw Alejandro",Not Found,A,Minor,8,9,2021,2020,NostÃ¯Â¿Â½Ã¯Â¿Â½l,17,3,98,73,85,76,86,0,59,16,2,2780,0,24,5,436695353,60
"NEIKED, Mae Muller, Polo G",https://i.scdn.co/image/ab67616d0000b2736b742298f7f36717855c4caf,,Minor,24,9,2021,2020,Better Days (NEIKED x Mae Muller x Polo G),0,3,110,72,68,2,105,13,73,1,0,4091,0,14,4,421040617,67
Oliver Tree,https://i.scdn.co/image/ab67616d0000b2731c5a484110522f2b9c7038cc,,Major,17,7,2020,2020,Life Goes On,19,1,80,70,49,15,43,0,116,,0,2868,0,12,8,501541661,57
"Kali Uchis, Amaarae, Moliy",Not Found,C#,Minor,16,9,2021,2020,Sad Girlz Luv Money Remix (feat. Kali Uchis),43,3,110,86,53,3,69,0,70,3,0,3643,0,11,6,354065229,31
BTS,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,G#,Major,21,5,2021,2020,Butter,0,1,110,79,36,135,180,0,223,5,6,4779,0,6,11,1143647827,70
"Young Thug, Future, Gunna",Not Found,C#,Minor,7,1,2022,2020,pushin P (feat. Young Thug),1,3,78,77,42,28,54,0,43,0,0,3517,1,13,19,311395144,49
"Doja Cat, The Weeknd",https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,G#,Major,24,6,2021,2020,You Right,2,2,129,83,62,9,83,0,100,4,0,5073,0,8,6,672656250,44
Olivia Rodrigo,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,A,Major,1,4,2021,2020,deja vu,61,1,181,44,60,39,117,0,141,46,4,7545,0,42,9,1256880657,22
BTS,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,F#,Minor,21,8,2020,2020,Dynamite,1,1,114,75,77,163,239,0,583,,5,8528,0,9,10,1692897992,74
Jnr Choi,https://i.scdn.co/image/ab67616d0000b2739af8418ffb638b3306a07714,D,Major,5,11,2021,2020,TO THE MOON,5,1,144,74,65,0,44,0,159,0,0,2979,1,11,35,245095641,39
"The Weeknd, Gesaffelstein",https://i.scdn.co/image/ab67616d0000b273030e6a4145500730450e8794,D,Major,11,1,2019,2015,Lost in the Fire,9,2,101,66,68,145,110,0,447,46,2,7731,0,12,4,686734357,18
"Trueno, Tiago pzk",Not Found,D,Major,21,10,2021,2020,Salimo de Noche,29,2,84,67,63,5,17,0,21,0,0,1057,0,12,5,261414174,78
"Sech, Bad Bunny, Mora",Not Found,F#,Major,8,7,2021,2020,Volando - Remix,21,3,154,66,69,34,101,1,70,2,19,3272,0,11,7,610045621,63
"Bruno Mars, Anderson .Paak, Silk Sonic",https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,F,Major,5,3,2021,2020,Leave The Door Open,18,3,148,59,62,123,237,0,569,10,0,14417,0,9,3,1115880852,72
"Drake, Project Pat, 21 Savage",https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,F,Minor,3,9,2021,2020,Knife Talk (with 21 Savage ft. Project Pat),13,3,146,85,37,43,45,0,45,3,0,5199,0,7,30,594482982,22
"TiÃ¯Â¿Â½Ã¯Â¿Â½sto, Kar",Not Found,B,Minor,1,8,2021,2020,Don't Be Shy,20,2,120,77,79,51,171,1,187,21,0,6026,0,26,6,566954746,51
Edison Lighthouse,https://i.scdn.co/image/ab67616d0000b2739a0011cc9d31cf969b656905,A,Major,1,1,1970,1970,Love Grows (Where My Rosemary Goes),7,1,110,53,69,0,16,0,54,0,0,2877,0,17,3,,75
"The Weeknd, ROSALÃ¯Â¿Â½",Not Found,,Minor,11,11,2021,2020,LA FAMA (with The Weeknd),95,2,136,77,30,93,81,6,507,4,3,4640,0,13,5,374706940,82
"Olga Merediz, Stephanie Beatriz, Encanto - Cast",Not Found,C#,Major,19,11,2021,2020,The Family Madrigal,12,3,141,59,63,38,20,0,12,0,0,1150,0,6,36,184937148,56
The Weeknd,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,A,Minor,7,1,2022,2020,Phantom Regret by Jim,75,1,108,46,48,1,1,0,3,0,0,768,30,14,4,31959571,23
Sebastian Yatra,https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229,,Major,19,11,2021,2020,Dos Oruguitas,76,1,94,42,36,47,24,0,74,0,0,925,0,9,5,167076418,47
Surf Curse,https://i.scdn.co/image/ab67616d0000b2739efda673310de265a2c1cf1f,A,Major,10,5,2015,2015,Freaks,0,1,180,35,94,21,23,0,121,13,3,3006,63,5,5,824420218,41
Jason Derulo,https://i.scdn.co/image/ab67616d0000b2738544aa5ba43894b7103ec757,A#,Major,1,9,2021,2020,Acapulco,5,1,122,77,79,5,111,1,182,0,0,3098,0,16,5,363467642,51
The Neighbourhood,https://i.scdn.co/image/ab67616d0000b2733066581d697fbdee4303d685,A#,Major,30,10,2015,2015,Daddy Issues,7,1,85,59,52,70,42,0,384,3,4,9771,15,12,3,1127468248,33
"21 Savage, Gunna",Not Found,C#,Major,7,1,2022,2020,thought i was playing,0,2,148,68,73,0,3,0,5,0,0,807,0,7,7,60680939,29
IVE,https://i.scdn.co/image/ab67616d0000b273da343b21617aac0c57e332bb,A,Major,1,12,2021,2020,ELEVEN,6,1,120,83,73,89,17,0,11,0,1,521,0,5,11,247737946,59
"24kgoldn, Iann Dior",https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5,G,Minor,24,7,2020,2020,Mood (feat. Iann Dior),22,2,91,70,72,27,237,0,636,,0,12854,0,27,4,1699402402,76
"Stephanie Beatriz, Diane Guerrero",Not Found,E,Major,19,11,2021,2020,What Else Can I Do?,26,2,120,72,71,27,13,0,8,0,0,802,0,10,4,154797871,54
Trueno,https://i.scdn.co/image/ab67616d0000b2732ccbe28be97225ae844bef55,,Major,17,11,2021,2020,DANCE CRIP,11,1,106,86,79,14,14,0,24,4,0,731,0,8,9,198883004,86
David Kushner,https://i.scdn.co/image/ab67616d0000b273e3884b7043aa68c264faff71,A#,Major,7,1,2022,2020,Miserable Man,93,1,110,63,35,0,13,1,32,0,0,788,0,29,3,124407432,31
Olivia Rodrigo,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,F#,Major,21,5,2021,2020,happier,81,1,169,39,45,46,25,0,105,45,4,3069,0,8,13,850608354,36
Kanye West,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd,C#,Major,29,8,2021,2020,Praise God,1,1,118,80,55,6,24,0,105,0,0,4651,0,26,17,376333030,21
Doja Cat,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,G#,Minor,25,6,2021,2020,Get Into It (Yuh),32,1,92,91,66,19,43,12,73,0,0,4999,0,9,16,516784627,79
Lewis Capaldi,https://i.scdn.co/image/ab67616d0000b2737b9639babbe96e25071ec1d4,D#,Major,1,11,2019,2015,Before You Go,63,1,112,45,60,130,205,0,625,25,24,8327,0,9,6,1608045237,19
Playboi Carti,https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb,D,Major,25,12,2020,2020,Sky,26,1,140,79,91,3,25,0,52,1,3,3297,0,13,21,506778838,56
Adele,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,G#,Major,29,11,2010,2010,Rolling in the Deep,13,1,105,73,76,125,195,2,6280,78,6,35684,0,5,3,1472799873,52
Maluma,https://i.scdn.co/image/ab67616d0000b2730c912949e9f848cc95797b27,F,Major,8,7,2021,2020,Sobrio,14,1,178,76,77,76,103,1,100,1,10,3506,0,15,22,513643924,63
"Ed Sheeran, Fireboy DML",Not Found,G,Minor,23,12,2021,2020,Peru,57,2,108,96,42,17,60,0,154,22,0,2999,0,8,9,261286503,71
Olivia Rodrigo,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,A,Major,21,5,2021,2020,favorite crime,86,1,173,40,29,21,20,0,99,7,0,3681,0,34,4,783706581,19
"Prezioso, Gabry Ponte, LUM!X",Not Found,C#,Major,7,5,2021,2020,Thunder,3,3,101,67,90,16,54,0,259,13,10,4846,0,34,6,422691058,40
TiÃ¯Â¿Â½Ã¯Â¿,Not Found,G#,Minor,1,1,2020,2020,The Business,41,1,120,80,62,32,255,0,582,14,0,14311,2,11,23,1062345656,24
Ariana Grande,https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605,,Major,23,10,2020,2020,positions,44,1,144,73,80,55,175,0,95,2,0,8207,0,9,12,1252563873,66
MÃ¯Â¿Â½Ã¯Â¿Â½ne,Not Found,C#,Major,19,3,2021,2020,I WANNA BE YOUR SLAVE,0,1,133,75,61,88,65,3,434,13,0,4873,0,18,4,851070493,96
"MarÃ¯Â¿Â½Ã¯Â¿Â½lia MendonÃ¯Â¿Â½Ã¯Â¿Â½a, George Henrique &",Not Found,G#,Minor,22,10,2021,2020,Vai LÃ¯Â¿Â½Ã¯Â¿Â½ Em Casa,53,2,158,46,83,3,7,0,89,0,0,772,0,97,28,263894529,62
TWICE,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82,A,Major,1,10,2021,2020,The Feels,9,1,120,81,90,99,20,0,44,2,0,1150,0,8,7,345903614,92
Giveon,https://i.scdn.co/image/ab67616d0000b2733317fc12f8b9a9a0b8459766,,Major,21,2,2020,2020,HEARTBREAK ANNIVERSARY,56,1,129,61,46,127,111,0,210,37,4,5398,0,13,5,951637566,59
"Sean Paul, Dua Lipa",https://i.scdn.co/image/ab67616d0000b2732d564195ed3dd7b70d64862c,G,Major,18,11,2016,2015,No Lie,5,2,102,74,89,127,92,0,1219,62,0,7370,0,26,13,956865266,45
"Charli XCX, Jax Jones, Joel Corry, Saweetie",https://i.scdn.co/image/ab67616d0000b2730abb7463b44d1be6243642f4,G#,Minor,13,8,2021,2020,OUT OUT (feat. Charli XCX & Saweetie),2,4,124,79,84,11,122,0,201,1,0,6890,0,5,5,427486004,79
SALES,https://i.scdn.co/image/ab67616d0000b2731138eea74b6d7e06289bedaa,E,Minor,20,4,2016,2015,Pope Is a Rockstar,85,1,90,73,45,2,4,0,50,0,0,1966,24,11,3,156658366,31
Sleepy hallow,https://i.scdn.co/image/ab67616d0000b27378376f650afd63698b82e4b1,F#,Minor,14,4,2021,2020,2055,46,1,161,78,52,0,29,0,44,0,0,2226,0,12,31,624515457,65
Billie Eilish,https://i.scdn.co/image/ab67616d0000b273e0f2af91be409aad81bba98c,G,Major,30,3,2017,2015,Bored,90,1,120,60,33,45,39,0,250,0,0,4204,0,8,5,777765388,11
Billie Eilish,https://i.scdn.co/image/ab67616d0000b27331aa3ebe23f59778bff800c9,,Major,28,7,2021,2020,Happier Than Ever - Edit,7,1,81,45,57,0,19,0,38,0,0,1959,0,23,3,412795151,12
Masked Wolf,https://i.scdn.co/image/ab67616d0000b27397fdd7cf1b14d78c6a7fb17f,E,Minor,1,1,2019,2015,Astronaut In The Ocean,18,1,150,78,70,18,146,0,478,7,0,7191,0,15,9,1138474110,47
"Anuel Aa, Jhay Cortez",Not Found,G#,Major,2,9,2021,2020,Ley Seca,10,2,105,76,84,12,101,0,38,0,0,2012,0,13,10,355219175,58
NIKI,https://i.scdn.co/image/ab67616d0000b273d00cc26852fcc281296977be,F#,Major,10,8,2021,2020,Every Summertime,38,1,79,63,67,2,30,0,5,6,2,1211,0,6,4,290228626,76
Bruno Mars,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,C#,Minor,4,10,2010,2010,Talking To The Moon,51,1,146,52,61,0,5,0,862,0,2,7109,0,11,3,1062956628,7
Tate McRae,https://i.scdn.co/image/ab67616d0000b2730c2c97099fd6a637ed0aa4a4,E,Major,17,4,2020,2020,you broke me first,79,1,124,64,37,19,167,0,318,1,0,6638,0,9,5,1180094974,8
Avicii,https://i.scdn.co/image/ab67616d0000b2730ae4f4d42e4a09f3a29f64ad,F#,Major,1,1,2014,2010,The Nights,2,1,126,53,85,122,92,0,1282,55,8,17354,0,24,4,1456081449,66
The Weeknd,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,G#,Major,6,8,2021,2020,Take My Breath,2,1,121,75,74,73,174,0,344,0,0,6392,0,11,5,432702334,53
"Drake, Future, Young Thug",https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,B,Minor,3,9,2021,2020,Way 2 Sexy (with Future & Young Thug),0,3,136,80,60,30,144,0,86,0,0,5481,0,32,14,489945871,33
Rauw Alejandro,Not Found,A,Minor,25,6,2021,2020,CÃ¯Â¿Â½Ã¯Â¿Â½,58,1,102,77,63,82,36,0,39,5,3,2636,0,11,5,465959382,26
"Imagine Dragons, League of Legends, Arcane",https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13,G,Major,27,10,2021,2020,Enemy - from the series Arcane League of Legends,23,3,77,73,74,8,8,2,8,0,0,824,0,41,23,1223481149,54
Tones and I,https://i.scdn.co/image/ab67616d0000b273c6f7af36ecdc3ed6e0a1f169,F#,Minor,10,5,2019,2015,Dance Monkey,69,1,98,82,59,167,533,6,3595,,0,24529,0,18,10,2864791672,54
Juice WRLD,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4,B,Minor,15,6,2017,2015,Lucid Dreams,38,1,84,44,48,34,188,0,710,5,0,14749,0,33,24,2288695111,22
"J Balvin, Maria Becerra",Not Found,G#,Major,28,1,2021,2020,QuÃ¯Â¿Â½Ã¯Â¿Â½ MÃ¯Â¿Â½Ã¯Â¿,3,2,102,89,82,34,92,0,131,0,0,8087,0,17,11,720825549,77
John Legend,https://i.scdn.co/image/ab67616d0000b27394c9217a398f5174757c0c78,G#,Major,1,8,2013,2010,All of Me,92,1,120,42,26,118,308,2,4534,77,0,27221,0,13,3,2086124197,33
Nirvana,https://i.scdn.co/image/ab67616d0000b2739aa37e5baca62ca6cc98d056,C#,Major,10,9,1991,1990,Smells Like Teen Spirit - Remastered 2021,0,1,117,52,91,121,265,4,12367,160,9,49991,0,11,7,1690192927,73
Duncan Laurence,https://i.scdn.co/image/ab67616d0000b273a954408e456d4d9d410f448b,A,Minor,7,3,2019,2015,Arcade,82,1,72,45,33,47,107,1,584,,0,6646,0,14,4,991336132,27
"Drake, Travis Scott",https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,C#,Major,3,9,2021,2020,Fair Trade (with Travis Scott),5,2,168,67,47,116,118,0,96,3,6,5403,0,22,26,593917618,29
"Tini, L-Gante",https://i.scdn.co/image/ab67616d0000b2737b1a8b1a92561bb5d16d6b4c,C#,Major,11,11,2021,2020,Bar,13,2,94,52,69,3,22,0,0,0,4,755,0,33,8,200972675,68
SiM,https://i.scdn.co/image/ab67616d0000b2735d2f378be5d973ad504456d7,G#,Major,10,1,2022,2020,The Rumbling (TV Size),0,1,145,41,88,4,0,0,23,0,0,254,0,26,5,71014967,65
"Kendrick Lamar, Baby Keem",Not Found,C#,Major,27,8,2021,2020,family ties (with Kendrick Lamar),1,2,134,71,61,15,114,0,63,2,5,6308,0,23,33,560222750,14
The Killers,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d,C#,Major,23,9,2003,2000,Mr. Brightside,0,1,148,35,93,99,306,2,5063,120,15,51979,0,10,8,1806617704,24
ENHYPEN,https://i.scdn.co/image/ab67616d0000b2731c1ea5bfa5680ac877acdd55,E,Minor,10,1,2022,2020,Blessed-Cursed,9,1,127,60,89,12,2,0,10,0,0,246,0,60,6,77337771,40
"J Balvin, Nio Garcia, Bad Bunny",Not Found,F#,Minor,24,6,2021,2020,AM Remix,11,3,172,74,66,5,93,1,67,0,0,6556,0,8,16,528544703,79
Doja Cat,https://i.scdn.co/image/ab67616d0000b273f14aa81116510d3a6df8432b,B,Major,7,11,2019,2015,Streets,21,1,90,75,46,87,85,0,179,12,0,5728,4,34,8,865640097,19
"Lady Gaga, Bradley Cooper",https://i.scdn.co/image/ab67616d0000b273e2d156fdc691f57900134342,G,Major,27,9,2018,2015,Shallow,38,2,96,57,40,155,368,6,2854,121,12,16636,0,26,3,2159346687,30
ENHYPEN,https://i.scdn.co/image/ab67616d0000b2731c1ea5bfa5680ac877acdd55,G,Minor,10,1,2022,2020,Polaroid Love,46,1,138,74,67,56,10,0,17,0,0,461,0,36,4,211372494,65
"Marshmello, Jonas Brothers",https://i.scdn.co/image/ab67616d0000b273ae40468931087f78919b86ce,G,Major,28,4,2021,2020,Leave Before You Love Me (with Jonas Brothers),0,2,120,72,72,24,143,0,110,70,4,4893,0,13,4,651732901,67
BTS,https://i.scdn.co/image/ab67616d0000b273a7e481899b7e0396f93d10b8,A,Major,9,7,2021,2020,Permission to Dance,1,1,125,70,74,134,77,0,74,2,2,1801,0,34,4,608334048,65
"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",https://i.scdn.co/image/ab67616d0000b273815cb538fd7821595b2bc8c5,D,Major,15,1,2021,2020,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,1,4,123,82,86,54,209,0,710,18,0,12043,0,30,13,863756573,80
Polo G,https://i.scdn.co/image/ab67616d0000b273a493e05c99d8ec5e8020ff2b,F#,Major,9,4,2021,2020,RAPSTAR,41,1,81,79,54,12,141,0,78,0,0,4731,0,13,24,797402345,44
"Eminem, Nate Dogg",https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,C#,Major,26,5,2002,2000,'Till I Collapse,7,2,171,55,85,46,78,1,2515,0,0,22923,0,8,20,1695712020,10
Maroon 5,https://i.scdn.co/image/ab67616d0000b27386a8ab515de4b7aef28cd631,B,Major,20,9,2019,2015,Memories,84,1,91,77,32,67,272,1,1066,19,2,9974,0,8,5,1759567999,60
